block_id,anomalous
1406,0
1698,0
1699,0
1700,0
1702,0
1703,0
1704,0
1706,0
1708,0
1709,0
1710,0
1711,0
1712,0
1714,0
1715,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1737,0
1739,0
1740,0
1742,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2021,0
2022,0
2023,0
2024,0
2025,0
2027,0
2029,0
2030,0
2031,0
2033,0
2035,1
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2044,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2098,0
2099,0
2100,0
2101,0
2103,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2113,0
2115,0
2116,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2127,0
2128,0
2129,0
2130,0
2131,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2143,0
2144,0
2146,0
2147,0
2148,0
2149,0
2150,0
2152,0
2153,0
2478,0
2480,0
2481,0
2483,0
2484,0
2485,0
2486,0
2488,0
2489,0
2490,0
2494,0
2495,0
2497,0
2498,0
2499,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2529,0
2530,0
2531,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2540,0
2541,0
2542,0
2544,0
2546,0
2547,0
2548,0
2549,0
2551,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2623,0
2625,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2635,0
2636,0
2637,0
2639,0
2640,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2649,0
2650,0
2651,0
2653,0
2654,0
2655,0
2657,0
2658,0
2659,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,1
2669,0
2672,0
2673,0
2674,0
2675,0
2676,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,1
2708,0
2710,0
2711,0
2712,0
2713,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2740,0
2742,0
2743,0
2744,0
2745,0
2746,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2766,0
2768,0
2769,0
2771,1
2772,0
2773,0
2774,0
2775,0
2776,0
2779,0
2780,0
2781,0
2782,0
2785,1
2786,0
2788,0
2790,0
2793,0
2795,0
2796,0
2797,0
2798,0
2799,0
2801,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,1
2813,0
2814,0
2815,0
2816,0
2817,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2830,0
2833,0
2834,0
2836,0
2837,0
2838,0
2841,0
2843,0
2844,0
2845,0
2847,0
2849,0
2850,0
2851,0
2852,0
2853,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2863,1
2864,0
2865,1
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,1
2904,0
2905,0
2907,1
2909,0
4060,0
4061,0
4062,0
4064,0
4065,0
4066,0
4069,0
4072,0
4073,0
4074,0
4075,0
4077,0
4079,0
4080,0
4082,0
4084,0
4085,0
4086,1
4087,1
4090,0
4091,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4105,0
4106,1
4108,0
4109,0
4111,0
4112,0
4113,0
4116,0
4117,0
4120,0
4121,1
4122,0
4123,0
4124,0
4125,0
4127,0
4128,0
4129,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,0
4138,0
4140,1
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4149,0
4150,0
4151,0
4152,0
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,0
4164,0
4165,0
4166,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4177,0
4178,0
4179,0
4180,0
4181,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4191,0
4193,0
4194,0
4195,0
4196,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4350,0
4351,0
4352,0
4354,0
4358,0
4359,0
4360,0
4361,0
4363,0
4365,0
4366,0
4367,0
4368,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,1
4376,0
4377,0
4378,0
4380,0
4381,0
4382,0
4383,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4414,0
4415,0
4416,0
4418,0
4419,1
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4428,0
4429,0
4430,0
4432,0
4433,0
4435,0
4436,0
4437,1
4438,1
4439,1
4440,1
4442,0
4443,0
4447,0
4448,0
4449,0
4450,0
4451,0
4452,0
4453,0
4456,0
4457,0
4458,0
4460,0
4461,1
4462,0
4463,0
4464,0
4465,0
4466,0
4468,0
4469,0
4471,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4483,0
4484,0
4486,0
4487,0
4489,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,1
4500,0
4501,0
4502,0
4503,0
4504,0
4506,0
4507,0
4508,0
4509,0
4510,0
4512,0
4513,0
4515,1
4516,0
4518,0
4520,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,1
4529,0
4530,0
4531,0
4532,0
4534,1
4536,0
4537,0
4540,0
4542,0
4544,0
4545,0
4546,0
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4555,0
4556,0
4557,0
4558,0
4559,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4568,0
4569,0
4571,0
4572,0
4574,0
4575,0
4576,0
4577,0
4578,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4596,0
4597,0
4599,0
4601,0
4602,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,0
4622,0
4623,0
4624,0
4625,0
4626,0
4627,0
4628,0
4630,0
5636,0
5637,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5649,0
5652,0
5653,0
5654,0
5655,0
5658,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5687,0
5688,0
5690,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5702,0
5703,0
5706,0
5707,0
5708,0
5709,0
5710,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5734,0
5735,0
5736,0
5737,1
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5766,0
5769,0
5770,0
5772,0
5773,0
5774,0
5775,0
5777,0
5778,0
5779,0
5781,0
5783,0
5784,1
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
5795,1
5796,1
5797,1
5798,0
5800,0
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5810,0
5811,0
5813,0
5814,0
5815,0
5816,0
5817,0
5820,0
5822,0
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0
5839,0
5840,0
5841,0
5843,0
5844,0
5845,0
5847,0
5848,0
5849,0
5850,1
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5872,0
5873,0
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5884,0
5885,0
5886,0
5887,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5899,0
5900,0
5902,0
5904,0
5905,0
5907,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,0
5920,0
5921,0
5923,0
5924,0
5926,1
5928,0
5929,0
5934,1
5935,1
5937,0
5938,0
5939,0
5940,0
5942,0
5943,0
5945,0
5947,0
5948,0
5949,0
5950,0
5952,0
5953,0
5954,0
5955,0
5956,0
5959,0
5960,0
5961,0
5962,0
5963,0
5964,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,1
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5994,0
5995,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6006,0
6007,0
6008,0
6009,0
6011,0
6013,0
6014,0
6015,0
6016,0
6018,0
6019,0
6020,0
6021,0
6023,0
6024,0
6025,0
6026,0
6028,0
6029,0
6030,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,0
6046,1
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6058,0
6059,0
6060,0
6062,0
6063,0
6065,0
6066,0
6067,0
6232,0
6233,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,0
6257,0
6258,0
6259,0
6261,0
6262,0
6263,0
6264,0
6265,0
6267,0
6268,0
6269,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6287,0
6288,0
6291,0
6292,0
6293,0
6295,0
6296,0
6297,0
6299,0
6906,0
6908,0
6909,0
6910,0
6911,0
6913,0
6914,0
6915,0
6917,0
6918,0
6920,0
6921,0
6922,0
6924,0
6925,0
6926,0
6927,0
6928,0
6929,0
6931,0
6932,0
6934,0
6935,0
6937,0
6938,0
6939,0
6941,0
6942,0
6943,0
6945,0
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6971,0
6972,0
6973,0
6974,0
6975,0
6977,0
6978,0
6979,0
6980,0
6981,0
6982,0
6983,0
6984,0
6985,0
6987,0
6988,0
6989,0
6991,0
6992,0
6993,0
6994,1
6995,0
6997,0
6998,0
6999,0
7000,0
7001,0
7002,0
7003,0
7004,0
7005,0
7007,1
7008,0
7009,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,0
7017,0
7020,0
7021,0
7023,0
7025,0
7026,0
7027,0
7028,0
7029,0
7030,0
7031,0
7033,0
7034,0
7035,0
7036,0
7037,0
7039,0
7040,0
7042,0
7043,0
7044,0
7046,1
7047,0
7048,0
7050,0
7051,0
7052,0
7053,0
7055,0
7056,0
7057,0
7058,0
7059,0
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,0
7069,0
7070,0
7071,0
7072,0
7073,0
7074,0
7075,0
7076,0
7078,0
7079,0
7081,0
7082,0
7083,0
7086,0
7087,0
7088,0
7089,0
7090,0
7091,0
7092,0
7094,0
7095,0
7098,0
7099,0
7100,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7114,0
7116,0
7117,0
7118,0
7119,1
7120,0
7121,0
7122,0
7124,0
7125,0
7126,0
7127,0
7128,1
7129,0
7131,0
7132,0
7133,0
7134,1
7135,0
7136,0
7139,0
7140,0
7141,1
7143,0
7144,0
7145,0
7146,0
7147,0
7148,0
7149,0
7152,0
7153,0
7154,0
7155,0
7157,0
7158,0
7159,0
7161,0
7162,0
7163,0
7164,0
7165,0
7167,0
7168,0
7169,0
7170,0
7171,0
7172,0
7173,0
7174,0
7176,0
7177,0
7180,0
7181,0
7183,0
7184,0
7185,0
7186,0
7188,0
7190,0
7191,0
7192,0
7193,0
7194,0
7195,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,0
7211,0
7212,0
7213,0
7217,0
7219,0
7220,0
7221,0
7222,1
7223,0
7224,0
7225,0
7226,1
7228,0
7229,0
7230,0
7232,0
7233,0
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7242,0
7243,0
7244,0
7246,0
7247,0
7249,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,0
7265,0
7266,0
7267,0
7268,0
7269,0
7270,0
7272,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,0
7281,0
7283,0
7284,0
7287,0
7288,0
7290,0
7291,0
7292,1
7293,0
7294,0
7295,1
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,0
7315,0
7316,0
7317,0
7318,0
7319,0
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,0
7329,0
7333,0
7335,0
7336,0
7337,0
8760,0
8761,0
8762,0
8763,0
8764,0
8766,0
8768,0
8769,0
8770,0
8771,0
8772,0
8773,0
8774,0
8775,0
8776,0
8777,0
8778,0
8779,0
8781,0
8782,0
8784,0
8786,0
8787,0
8788,0
8789,0
8791,0
8792,0
8793,0
8794,0
8795,0
8796,0
8797,0
8798,0
8799,0
8801,0
8803,0
8804,0
8805,0
8807,0
8808,0
8809,0
8810,0
8811,1
8812,0
8813,0
8814,0
8817,0
8818,0
8819,0
8821,0
8822,0
8823,0
8824,0
8825,0
8826,0
8827,0
8828,0
8829,0
8830,0
8831,0
8832,0
8833,0
8834,0
8835,0
8836,0
8837,0
8839,0
8840,0
8841,0
8843,0
8844,0
8845,0
8847,0
8849,0
8850,0
8852,0
8854,0
8855,0
8856,0
8857,0
8859,0
8860,0
8861,0
8862,0
8863,0
8865,0
8866,0
8867,0
8868,0
8869,0
8870,1
8871,1
8872,0
8873,0
8874,0
8876,0
8877,0
8878,0
8879,0
8880,0
8882,0
8883,0
8884,0
8887,0
8888,0
8890,0
8891,0
8892,0
8896,0
8897,0
8898,0
8899,0
8903,0
8905,0
8906,1
8907,0
8909,0
8910,0
8911,0
8912,0
8913,0
8915,0
8916,0
8917,0
8918,0
8919,0
8921,0
8922,0
8923,0
8924,1
8926,0
8927,0
8928,0
8932,0
8934,0
8936,0
8939,0
8940,0
8941,0
8942,0
8943,0
8944,0
8947,0
8948,0
8949,0
8950,0
8951,0
8952,1
8955,0
8956,0
8957,0
8958,0
8959,0
8960,0
8961,0
8962,0
8964,0
8965,0
8966,0
8967,0
8968,0
8969,0
8970,0
8971,0
8972,0
8974,0
8975,0
8976,0
8977,0
8978,0
8979,0
8980,0
8983,0
8984,0
8986,0
8987,0
8988,0
8990,0
8992,0
8993,0
8996,0
8997,0
8998,0
8999,0
9000,0
9002,0
9003,0
9004,0
9005,0
9007,0
9008,0
9009,0
9010,1
9011,0
9013,1
9014,0
9015,0
9016,0
9017,0
9018,0
9019,0
9020,0
9021,0
9022,0
9023,0
9024,0
9025,0
9026,0
9027,0
9028,0
9029,1
9030,0
9031,0
9034,0
9035,0
9037,0
9038,0
9039,0
9041,0
9042,0
9043,0
9044,0
9045,0
9046,0
9047,0
9187,0
9188,0
9190,0
9191,0
9192,0
9193,0
9194,0
9195,0
9198,0
9199,0
9200,0
9201,0
9202,1
9203,0
9204,0
9207,0
9208,0
9209,0
9210,0
9212,0
9214,0
9215,1
9216,0
9217,0
9218,0
9219,0
9221,0
9222,0
9223,0
9224,0
9225,0
9226,0
9227,0
9228,0
9229,0
9231,0
9232,0
9233,0
9236,0
9237,0
9238,0
9239,0
9240,0
9241,0
9242,0
9243,0
9244,0
9245,0
9246,0
9247,0
9248,0
9249,0
9250,0
9251,0
9252,0
9253,0
9254,0
9255,0
9257,0
9258,0
9259,0
9260,0
9261,0
9262,0
9263,0
9264,0
9265,0
9266,0
9268,0
9269,0
9271,0
9272,0
9274,0
9275,0
9276,0
9277,0
9279,0
9281,0
9282,0
9283,0
9284,0
9286,0
9288,0
9289,0
9290,0
9291,0
9293,0
9297,0
9298,0
9299,0
9300,0
9301,0
9303,0
9304,1
9305,1
9306,1
9307,1
9308,0
9309,0
9311,0
9312,0
9313,0
9314,0
9315,0
9316,1
9317,0
9319,0
9320,0
9322,0
9323,0
9324,0
9326,0
9327,0
9328,0
9329,0
10483,0
10484,0
10485,0
10486,0
10487,0
10488,0
10489,0
10490,0
10491,0
10493,1
10495,0
10496,0
10497,0
10498,0
10500,0
10501,0
10503,0
10504,0
10505,0
10506,0
10507,0
10509,0
10510,0
10511,0
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10519,0
10521,0
10522,0
10523,0
10524,0
10525,0
10526,0
10527,0
10528,0
10530,0
10531,0
10532,0
10533,0
10535,0
10536,0
10537,0
10538,0
10540,0
10541,1
10542,0
10543,0
10544,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,0
10554,0
10555,1
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10567,0
10568,0
10569,0
10571,0
10573,0
10574,0
10575,0
10576,0
10577,0
10578,0
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10588,0
10589,0
10590,0
10591,0
10594,0
10595,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,0
10603,0
10604,0
10605,0
10606,0
10607,1
10608,0
10609,0
10610,0
10611,0
10612,0
10613,0
10614,0
10615,0
10616,0
10617,0
10619,0
10621,0
10622,0
10624,0
10768,0
10769,0
10770,0
10771,0
10772,0
10773,0
10774,0
10775,0
10776,0
10778,0
10779,0
10780,0
10781,0
10782,0
10784,0
10785,0
10786,0
10788,0
10792,0
10793,0
10795,0
10796,0
10797,0
10798,0
10800,0
10801,0
10802,0
10803,0
10804,0
10805,0
10808,0
10809,0
10810,0
10811,0
10812,0
10814,0
10815,0
10816,0
10819,0
10820,0
10821,0
10823,0
10824,0
10825,0
10826,0
10829,0
10831,0
10832,0
10833,0
10834,0
10835,0
10836,0
10837,0
10838,0
10839,0
10840,0
10841,0
10842,0
10843,0
10844,0
10845,0
10847,0
10849,0
10850,0
10851,0
10852,0
10853,0
10854,0
10855,0
10856,0
10857,0
10860,0
10861,0
10862,0
10863,0
10864,0
10865,1
10866,0
10867,0
10868,0
10869,0
10871,0
10872,0
10873,0
10875,0
10876,0
10877,0
10878,0
10879,0
10880,0
10881,0
10882,0
10883,0
10884,0
10886,0
10887,0
10888,0
10889,0
10890,0
10891,0
10892,0
10893,0
10894,0
10895,0
10896,0
10897,0
10898,0
10899,0
10900,0
10901,0
10902,0
11047,0
11048,0
11049,0
11050,0
11051,0
11052,0
11053,0
11054,0
11056,0
11057,0
11058,0
11059,0
11060,1
11061,0
11062,0
11063,0
11064,0
11065,0
11067,0
11068,0
11069,0
11071,0
11072,0
11073,0
11074,0
11075,0
11077,0
11078,0
11079,0
11080,0
11081,0
11082,0
11083,0
11085,0
11086,0
11088,0
11089,0
11090,0
11091,0
11092,0
11094,0
11095,0
11096,0
11097,0
11098,0
11099,0
11100,0
11101,0
11102,0
11103,0
11105,0
11106,0
11107,0
11108,0
11109,0
11110,0
11112,0
11113,0
11114,0
11115,0
11116,0
11118,0
11120,0
11121,0
11122,0
11125,0
11126,0
11127,0
11128,0
11129,0
11132,0
11133,0
11134,0
11135,0
11137,0
11138,0
11146,0
11147,0
11148,0
11150,0
11152,0
11153,0
11155,0
11156,0
11157,0
11158,0
11159,0
11160,0
11161,0
11162,0
11163,0
11164,0
11165,0
11166,0
11168,0
11169,0
11170,0
11171,0
11172,0
11173,0
11174,0
11175,0
11177,0
11178,0
11179,0
11180,0
11181,0
11182,0
11183,0
11184,0
11185,0
11186,0
11188,0
11189,0
11190,0
11191,0
11192,0
11193,0
11194,0
11195,0
11196,0
11197,0
11199,0
11200,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,0
11207,0
11208,0
11209,0
11212,0
11213,0
11214,0
11216,0
11217,0
11219,0
11221,0
11225,0
11227,0
11229,0
11230,0
11231,0
11232,0
11233,0
11234,0
11235,0
11236,0
11237,0
11238,0
11239,0
11240,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,0
11248,0
11251,0
11252,0
11254,0
11255,0
11256,0
11257,0
11259,0
11260,0
11261,0
11263,0
11264,0
11265,0
11266,0
11267,0
11268,0
11269,0
11270,0
11271,0
11272,0
11276,0
11277,0
11278,0
11279,0
11280,0
11281,0
11427,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11437,0
11438,0
11439,0
11442,0
11443,0
11444,0
11445,1
11966,0
11967,0
11968,0
11969,0
11970,0
11971,0
11972,0
11973,0
11974,0
11975,0
11976,0
11977,0
11978,1
11979,0
11980,0
11981,0
11982,0
11983,0
11984,0
11985,0
11986,0
11987,0
11988,0
11989,0
11990,0
11991,0
11992,0
11993,0
11994,0
11995,0
11996,0
11997,0
11998,0
12000,0
12001,0
12002,0
12004,0
12005,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,0
12013,0
12014,0
12015,0
12016,0
12018,0
12019,0
12021,0
12023,0
12024,0
12025,0
12027,0
12028,0
12030,0
12031,0
12032,0
12035,0
12036,0
